machine,chunk,idx,cluster,step,chosen,families,scores,full_res
evc,chunk_55_59,56,3,2,dct,"[""dct"", ""had""]","[-16.18225860595703, -18.366600036621094]","[0.009455494582653046, 0.025260258466005325]"
evc,chunk_55_59,56,3,3,had,"[""dct"", ""had""]","[-14.485569953918457, -14.396231651306152]","[0.012440999038517475, 0.008561015129089355]"
evc,chunk_55_59,56,3,4,dct,"[""dct"", ""had""]","[-16.236309051513672, -18.24579429626465]","[0.003341295989230275, 0.039444394409656525]"
evc,chunk_55_59,56,3,5,had,"[""dct"", ""had""]","[-19.689952850341797, -17.149578094482422]","[0.07269761711359024, 0.017866015434265137]"
evc,chunk_55_59,56,3,6,dct,"[""dct"", ""had""]","[-13.882824897766113, -13.95964527130127]","[0.003011049935594201, 0.0025074982549995184]"
evc,chunk_55_59,56,3,7,had,"[""dct"", ""had""]","[-15.889200210571289, -15.830842018127441]","[0.007996910251677036, 0.011879337020218372]"
evc,chunk_55_59,56,3,8,had,"[""dct"", ""had""]","[-15.26121997833252, -14.248764991760254]","[0.004757458344101906, 0.0027708779089152813]"
evc,chunk_55_59,56,4,1,huber,"[""tv2"", ""huber""]","[-12.73254680633545, -12.565081596374512]","[0.006074330769479275, 0.0022453295532613993]"
evc,chunk_55_59,56,4,2,tv2,"[""tv2"", ""huber""]","[-18.832483291625977, -19.414297103881836]","[0.07221527397632599, 0.050129711627960205]"
evc,chunk_55_59,56,4,3,tv2,"[""tv2"", ""huber""]","[-19.504667282104492, -21.584463119506836]","[0.04774421826004982, 0.09067833423614502]"
evc,chunk_55_59,56,4,4,huber,"[""tv2"", ""huber""]","[-23.01705551147461, -22.385395050048828]","[0.08897639065980911, 0.0644034743309021]"
evc,chunk_55_59,56,4,5,tv2,"[""tv2"", ""huber""]","[-18.706668853759766, -18.886363983154297]","[0.04946330934762955, 0.03682444617152214]"
evc,chunk_55_59,56,4,6,tv2,"[""tv2"", ""huber""]","[-18.82535171508789, -22.776836395263672]","[0.03229708597064018, 0.09183089435100555]"
evc,chunk_55_59,56,4,7,tv2,"[""tv2"", ""huber""]","[-13.853428840637207, -14.663355827331543]","[0.017622830346226692, 0.05970831960439682]"
evc,chunk_55_59,56,4,8,tv2,"[""tv2"", ""huber""]","[-17.22308349609375, -19.36058807373047]","[0.029174719005823135, 0.06502961367368698]"
evc,chunk_60_64,60,0,1,phys,"[""phys"", ""robust""]","[-12.198283195495605, -12.893177032470703]","[0.0006619066116400063, 0.009441733360290527]"
evc,chunk_60_64,60,0,2,phys,"[""phys"", ""robust""]","[-13.006253242492676, -13.408612251281738]","[0.0009237134945578873, 0.019844889640808105]"
evc,chunk_60_64,60,0,3,phys,"[""phys"", ""robust""]","[-12.755602836608887, -14.33055591583252]","[0.0007567849825136364, 0.028186816722154617]"
evc,chunk_60_64,60,0,4,phys,"[""phys"", ""robust""]","[-12.622981071472168, -13.208610534667969]","[0.0030789398588240147, 0.01719958521425724]"
evc,chunk_60_64,60,0,5,phys,"[""phys"", ""robust""]","[-11.83742618560791, -13.041825294494629]","[0.0001731631491566077, 0.01606544852256775]"
evc,chunk_60_64,60,0,6,phys,"[""phys"", ""robust""]","[-12.593413352966309, -14.104583740234375]","[0.0004436154558788985, 0.027276918292045593]"
evc,chunk_60_64,60,0,7,phys,"[""phys"", ""robust""]","[-12.597976684570312, -13.66589641571045]","[0.0016429687384516, 0.022679217159748077]"
evc,chunk_60_64,60,0,8,phys,"[""phys"", ""robust""]","[-12.62182903289795, -13.277112007141113]","[0.0031208021100610495, 0.013242270797491074]"
evc,chunk_60_64,60,1,1,prox_tv,"[""conv"", ""prox_tv""]","[-12.034623146057129, -11.919880867004395]","[0.0003135471197310835, 0.00015239385538734496]"
evc,chunk_60_64,60,1,2,prox_tv,"[""conv"", ""prox_tv""]","[-12.234577178955078, -12.027095794677734]","[0.0034191866870969534, 0.0006085706409066916]"
evc,chunk_60_64,60,1,3,conv,"[""conv"", ""prox_tv""]","[-11.594775199890137, -12.454362869262695]","[0.0009214177844114602, 0.002810082631185651]"
evc,chunk_60_64,60,1,4,conv,"[""conv"", ""prox_tv""]","[-11.412474632263184, -12.801921844482422]","[0.0010287989862263203, 0.0024177266750484705]"
evc,chunk_60_64,60,1,5,conv,"[""conv"", ""prox_tv""]","[-11.818151473999023, -12.36220645904541]","[0.0016782614402472973, 0.001911377301439643]"
evc,chunk_60_64,60,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-13.071038246154785, -12.869261741638184]","[0.0023062177933752537, 0.0033472212962806225]"
evc,chunk_60_64,60,1,7,prox_tv,"[""conv"", ""prox_tv""]","[-13.313955307006836, -12.090468406677246]","[0.0054488456808030605, 0.0015228051925078034]"
evc,chunk_60_64,60,1,8,prox_tv,"[""conv"", ""prox_tv""]","[-14.56421947479248, -13.36397647857666]","[0.002153081586584449, 0.0006647172849625349]"
evc,chunk_60_64,60,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.630040168762207, -12.733166694641113, -16.87870216369629]","[0.0007820259197615087, 0.0003177831240464002, 0.11051660776138306]"
evc,chunk_60_64,60,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.451767921447754, -13.359268188476562, -17.846315383911133]","[0.00015051104128360748, 0.0006694794283248484, 0.1183173730969429]"
evc,chunk_60_64,60,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.6302490234375, -13.222342491149902, -17.40265655517578]","[0.00018103902402799577, 0.0009538928279653192, 0.09523208439350128]"
evc,chunk_60_64,60,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.739275932312012, -13.445387840270996, -16.894866943359375]","[0.00044390044058673084, 0.00041886698454618454, 0.06881826370954514]"
evc,chunk_60_64,60,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.300904273986816, -13.193071365356445, -17.167570114135742]","[0.00035697821294888854, 0.0005889623425900936, 0.08053558319807053]"
evc,chunk_60_64,60,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.017975807189941, -13.527682304382324, -17.41917610168457]","[0.0006513239932246506, 0.000800725887529552, 0.09885505586862564]"
evc,chunk_60_64,60,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.363029479980469, -13.603286743164062, -18.375385284423828]","[0.0008310964913107455, 0.0014189939247444272, 0.13647620379924774]"
evc,chunk_60_64,60,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-13.613611221313477, -14.183196067810059, -18.75464630126953]","[0.0030893790535628796, 0.0022925909142941236, 0.14370687305927277]"
evc,chunk_60_64,60,3,1,dct,"[""dct"", ""had""]","[-11.845186233520508, -12.607349395751953]","[9.985930955735967e-05, 0.00032641360303387046]"
evc,chunk_60_64,60,3,2,dct,"[""dct"", ""had""]","[-11.795830726623535, -12.242293357849121]","[0.0004155084607191384, 0.0008491435437463224]"
evc,chunk_60_64,60,3,3,had,"[""dct"", ""had""]","[-12.765536308288574, -12.288468360900879]","[0.0007598570082336664, 0.0016733170486986637]"
evc,chunk_60_64,60,3,4,dct,"[""dct"", ""had""]","[-12.072911262512207, -12.567397117614746]","[0.0007704878225922585, 0.0016177386278286576]"
evc,chunk_60_64,60,3,5,had,"[""dct"", ""had""]","[-12.605937004089355, -11.821439743041992]","[0.0036692162975668907, 0.0012810161570087075]"
evc,chunk_60_64,60,3,6,dct,"[""dct"", ""had""]","[-12.223774909973145, -13.583529472351074]","[0.000969594984780997, 0.0037211289163678885]"
evc,chunk_60_64,60,3,7,had,"[""dct"", ""had""]","[-13.33346939086914, -12.71920394897461]","[0.005483001936227083, 0.004877792205661535]"
evc,chunk_60_64,60,3,8,dct,"[""dct"", ""had""]","[-12.410784721374512, -13.284502983093262]","[0.0015765995485708117, 0.002290191128849983]"
evc,chunk_60_64,60,4,1,tv2,"[""tv2"", ""huber""]","[-12.099714279174805, -12.639418601989746]","[0.000845952017698437, 0.0017656306736171246]"
evc,chunk_60_64,60,4,2,huber,"[""tv2"", ""huber""]","[-13.865114212036133, -13.633157730102539]","[0.006516689900308847, 0.004250009078532457]"
evc,chunk_60_64,60,4,3,tv2,"[""tv2"", ""huber""]","[-11.682469367980957, -14.260954856872559]","[0.004480163566768169, 0.005825419910252094]"
evc,chunk_60_64,60,4,4,huber,"[""tv2"", ""huber""]","[-13.75852108001709, -11.647574424743652]","[0.008166326209902763, 0.0029733392875641584]"
evc,chunk_60_64,60,4,5,huber,"[""tv2"", ""huber""]","[-13.9541597366333, -12.105446815490723]","[0.012495062313973904, 0.0030309834983199835]"
evc,chunk_60_64,60,4,6,tv2,"[""tv2"", ""huber""]","[-12.218294143676758, -15.375489234924316]","[0.005072692409157753, 0.007389910984784365]"
evc,chunk_60_64,60,4,7,huber,"[""tv2"", ""huber""]","[-13.976171493530273, -13.71187686920166]","[0.007834610529243946, 0.007745816372334957]"
evc,chunk_60_64,60,4,8,huber,"[""tv2"", ""huber""]","[-15.092684745788574, -14.887255668640137]","[0.00374106178060174, 0.010990467853844166]"
evc,chunk_60_64,60,5,1,dct,"[""dct"", ""tv2""]","[-12.439723014831543, -12.659712791442871]","[0.0008413163595832884, 0.0032209299970418215]"
evc,chunk_60_64,60,5,2,tv2,"[""dct"", ""tv2""]","[-12.61992359161377, -12.229768753051758]","[0.001139783184044063, 0.0019113421440124512]"
evc,chunk_60_64,60,5,3,dct,"[""dct"", ""tv2""]","[-13.388182640075684, -14.32925796508789]","[0.006251747254282236, 0.007217686157673597]"
evc,chunk_60_64,60,5,4,dct,"[""dct"", ""tv2""]","[-12.366778373718262, -12.821328163146973]","[0.003968837670981884, 0.007977712899446487]"
evc,chunk_60_64,60,5,5,tv2,"[""dct"", ""tv2""]","[-12.596512794494629, -12.347695350646973]","[0.0019019165774807334, 0.003074500011280179]"
evc,chunk_60_64,60,5,6,tv2,"[""dct"", ""tv2""]","[-14.07388973236084, -11.60728931427002]","[0.006962922867387533, 0.004374509211629629]"
evc,chunk_60_64,60,5,7,tv2,"[""dct"", ""tv2""]","[-15.96774673461914, -12.651396751403809]","[0.012939909473061562, 0.005659249145537615]"
evc,chunk_60_64,60,5,8,dct,"[""dct"", ""tv2""]","[-12.215786933898926, -12.783170700073242]","[0.0035466146655380726, 0.005053416360169649]"
evc,chunk_60_64,61,0,1,robust,"[""phys"", ""robust""]","[-12.068229675292969, -11.456208229064941]","[0.0001296742120757699, 0.0003225771361030638]"
evc,chunk_60_64,61,0,2,robust,"[""phys"", ""robust""]","[-14.269793510437012, -13.917495727539062]","[0.0005944782751612365, 0.032416023313999176]"
evc,chunk_60_64,61,0,3,robust,"[""phys"", ""robust""]","[-14.09681510925293, -12.980198860168457]","[0.00029073251062072814, 0.02026829682290554]"
evc,chunk_60_64,61,0,4,robust,"[""phys"", ""robust""]","[-12.892525672912598, -11.148045539855957]","[0.00033479611738584936, 0.03304727002978325]"
evc,chunk_60_64,61,0,5,robust,"[""phys"", ""robust""]","[-13.516852378845215, -11.168753623962402]","[0.000294812663923949, 0.05154956877231598]"
evc,chunk_60_64,61,0,6,robust,"[""phys"", ""robust""]","[-13.492765426635742, -10.994027137756348]","[0.0003070714301429689, 0.06366730481386185]"
evc,chunk_60_64,61,0,7,robust,"[""phys"", ""robust""]","[-14.295026779174805, -11.429268836975098]","[0.0005092467763461173, 0.07585661113262177]"
evc,chunk_60_64,61,0,8,robust,"[""phys"", ""robust""]","[-13.7329740524292, -10.911372184753418]","[0.0003836850228253752, 0.0673200711607933]"
evc,chunk_60_64,61,1,1,prox_tv,"[""conv"", ""prox_tv""]","[-12.518000602722168, -12.511824607849121]","[0.00011809803254436702, 8.297157910419628e-05]"
evc,chunk_60_64,61,1,2,conv,"[""conv"", ""prox_tv""]","[-11.959887504577637, -12.752058982849121]","[0.00010525061952648684, 0.00013963684614282101]"
evc,chunk_60_64,61,1,3,conv,"[""conv"", ""prox_tv""]","[-11.434243202209473, -11.817065238952637]","[9.321039397036657e-05, 0.0001130412274505943]"
evc,chunk_60_64,61,1,4,prox_tv,"[""conv"", ""prox_tv""]","[-11.403230667114258, -11.250823974609375]","[0.00011290836846455932, 0.00010329271026421338]"
evc,chunk_60_64,61,1,5,prox_tv,"[""conv"", ""prox_tv""]","[-12.467448234558105, -10.69576644897461]","[0.00015522258763667196, 7.696579996263608e-05]"
evc,chunk_60_64,61,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-10.934836387634277, -10.35263442993164]","[7.892752182669938e-05, 5.481295011122711e-05]"
evc,chunk_60_64,61,1,7,prox_tv,"[""conv"", ""prox_tv""]","[-11.285670280456543, -10.842650413513184]","[9.214132296619937e-05, 6.312059849733487e-05]"
evc,chunk_60_64,61,1,8,conv,"[""conv"", ""prox_tv""]","[-10.602812767028809, -10.605117797851562]","[6.060895975679159e-05, 5.036443690187298e-05]"
evc,chunk_60_64,61,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-12.380154609680176, -13.22778034210205, -15.886221885681152]","[0.00015066543710418046, 0.0002926746674347669, 0.34103861451148987]"
evc,chunk_60_64,61,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.490863800048828, -13.173942565917969, -16.190692901611328]","[8.285353396786377e-05, 0.0002568496856838465, 0.3579232096672058]"
evc,chunk_60_64,61,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.795512199401855, -13.2062349319458, -16.77992820739746]","[8.249002712545916e-05, 0.00028348295018076897, 0.3678863048553467]"
evc,chunk_60_64,61,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.124319076538086, -13.110615730285645, -17.234371185302734]","[7.156829087762162e-05, 0.00028904626378789544, 0.3611748516559601]"
evc,chunk_60_64,61,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.035561561584473, -13.641142845153809, -17.707866668701172]","[4.737618291983381e-05, 0.0005394532345235348, 0.39578476548194885]"
evc,chunk_60_64,61,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-10.761799812316895, -13.591191291809082, -17.82925796508789]","[3.486386049189605e-05, 0.0003709119337145239, 0.3925112187862396]"
evc,chunk_60_64,61,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.021728515625, -13.466907501220703, -17.951305389404297]","[4.813402847503312e-05, 0.00038535534986294806, 0.3951732814311981]"
evc,chunk_60_64,61,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-11.12281608581543, -14.290939331054688, -18.263511657714844]","[4.016633829451166e-05, 0.0005761922220699489, 0.3703465163707733]"
evc,chunk_60_64,61,3,1,had,"[""dct"", ""had""]","[-13.140359878540039, -12.211119651794434]","[0.00019627298752311617, 0.00011759428889490664]"
evc,chunk_60_64,61,3,2,had,"[""dct"", ""had""]","[-11.336709022521973, -11.06272029876709]","[9.182202484225854e-05, 8.559090929338709e-05]"
evc,chunk_60_64,61,3,3,had,"[""dct"", ""had""]","[-11.912593841552734, -11.16034984588623]","[0.00017015199409797788, 8.00513444119133e-05]"
evc,chunk_60_64,61,3,4,dct,"[""dct"", ""had""]","[-11.565221786499023, -11.725712776184082]","[0.000119021198770497, 7.984353578649461e-05]"
evc,chunk_60_64,61,3,5,dct,"[""dct"", ""had""]","[-11.096070289611816, -12.204533576965332]","[8.46008988446556e-05, 0.00012823764700442553]"
evc,chunk_60_64,61,3,6,had,"[""dct"", ""had""]","[-11.247279167175293, -11.096890449523926]","[8.274080755654722e-05, 6.880452565383166e-05]"
evc,chunk_60_64,61,3,7,had,"[""dct"", ""had""]","[-11.8359956741333, -11.322169303894043]","[8.310338307637721e-05, 6.44711108179763e-05]"
evc,chunk_60_64,61,3,8,dct,"[""dct"", ""had""]","[-11.331839561462402, -12.01887035369873]","[5.298707401379943e-05, 6.91274763084948e-05]"
evc,chunk_60_64,61,4,1,tv2,"[""tv2"", ""huber""]","[-12.377287864685059, -12.428837776184082]","[0.0001842212222982198, 0.00013663776917383075]"
evc,chunk_60_64,61,4,2,tv2,"[""tv2"", ""huber""]","[-11.723166465759277, -11.740328788757324]","[0.00015568736125715077, 0.00015046038606669754]"
evc,chunk_60_64,61,4,3,tv2,"[""tv2"", ""huber""]","[-11.07683277130127, -11.212590217590332]","[0.00015322781109716743, 0.00011906845611520112]"
evc,chunk_60_64,61,4,4,tv2,"[""tv2"", ""huber""]","[-12.182124137878418, -12.505581855773926]","[0.00028010751702822745, 0.0001950283913174644]"
evc,chunk_60_64,61,4,5,tv2,"[""tv2"", ""huber""]","[-10.817679405212402, -11.845145225524902]","[0.00012713678006548434, 0.0002061421109829098]"
evc,chunk_60_64,61,4,6,huber,"[""tv2"", ""huber""]","[-11.613048553466797, -11.5263090133667]","[0.00025878165615722537, 0.0001741149608278647]"
evc,chunk_60_64,61,4,7,huber,"[""tv2"", ""huber""]","[-12.513304710388184, -11.608867645263672]","[0.00042543953168205917, 0.00026909643202088773]"
evc,chunk_60_64,61,4,8,huber,"[""tv2"", ""huber""]","[-12.471741676330566, -11.246490478515625]","[0.0002758628979790956, 0.0001378730230499059]"
evc,chunk_65_69,65,0,1,phys,"[""phys"", ""robust""]","[-10.134270668029785, -10.210478782653809]","[0.0001740253355819732, 0.00039685124647803605]"
evc,chunk_65_69,65,0,2,phys,"[""phys"", ""robust""]","[-10.066508293151855, -10.38080883026123]","[0.00011209878721274436, 0.002267298521474004]"
evc,chunk_65_69,65,0,3,robust,"[""phys"", ""robust""]","[-10.163302421569824, -10.117064476013184]","[0.00013161450624465942, 0.0008803669479675591]"
evc,chunk_65_69,65,0,4,robust,"[""phys"", ""robust""]","[-10.979719161987305, -10.492509841918945]","[0.00017880622181110084, 0.005802929867058992]"
evc,chunk_65_69,65,0,5,robust,"[""phys"", ""robust""]","[-11.001936912536621, -10.50706958770752]","[0.00025799861759878695, 0.04246845468878746]"
evc,chunk_65_69,65,0,6,robust,"[""phys"", ""robust""]","[-11.143101692199707, -10.450421333312988]","[0.00025786113110370934, 0.03208779916167259]"
evc,chunk_65_69,65,0,7,robust,"[""phys"", ""robust""]","[-11.408283233642578, -10.548727989196777]","[0.00039870658656582236, 0.043324217200279236]"
evc,chunk_65_69,65,0,8,robust,"[""phys"", ""robust""]","[-11.094873428344727, -9.975785255432129]","[0.0002687580999918282, 0.03265799582004547]"
evc,chunk_65_69,65,1,1,conv,"[""conv"", ""prox_tv""]","[-9.837039947509766, -10.442342758178711]","[9.663450327934697e-05, 0.00015979450836312026]"
evc,chunk_65_69,65,1,2,conv,"[""conv"", ""prox_tv""]","[-9.604782104492188, -10.412516593933105]","[7.08571751601994e-05, 0.00014719483442604542]"
evc,chunk_65_69,65,1,3,prox_tv,"[""conv"", ""prox_tv""]","[-10.157364845275879, -9.574015617370605]","[0.00014078507956583053, 5.487105227075517e-05]"
evc,chunk_65_69,65,1,4,conv,"[""conv"", ""prox_tv""]","[-9.420198440551758, -10.179337501525879]","[8.783231169218197e-05, 9.324338316218928e-05]"
evc,chunk_65_69,65,1,5,conv,"[""conv"", ""prox_tv""]","[-9.407109260559082, -10.168085098266602]","[6.0269700043136254e-05, 7.610468310303986e-05]"
evc,chunk_65_69,65,1,6,prox_tv,"[""conv"", ""prox_tv""]","[-10.031240463256836, -9.680357933044434]","[8.107897883746773e-05, 5.38259009772446e-05]"
evc,chunk_65_69,65,1,7,conv,"[""conv"", ""prox_tv""]","[-9.727889060974121, -10.704805374145508]","[6.774817302357405e-05, 0.00016705715097486973]"
evc,chunk_65_69,65,1,8,prox_tv,"[""conv"", ""prox_tv""]","[-10.017931938171387, -9.792778968811035]","[0.00010043576912721619, 7.197678496595472e-05]"
evc,chunk_65_69,65,2,1,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.623223304748535, -10.575340270996094, -11.912704467773438]","[5.553281880565919e-05, 0.000184457196155563, 0.13088606297969818]"
evc,chunk_65_69,65,2,2,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.21208381652832, -10.71572208404541, -11.782881736755371]","[5.8964345953427255e-05, 0.0002129438944393769, 0.13533379137516022]"
evc,chunk_65_69,65,2,3,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.39919376373291, -10.82638168334961, -12.2424898147583]","[6.947751535335556e-05, 0.00026103347772732377, 0.14215604960918427]"
evc,chunk_65_69,65,2,4,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.194538116455078, -10.433869361877441, -11.982924461364746]","[4.2659139580791816e-05, 0.00020206585759297013, 0.13514570891857147]"
evc,chunk_65_69,65,2,5,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.136134147644043, -10.833401679992676, -12.311388969421387]","[4.7630059270886704e-05, 0.000362066290108487, 0.14991912245750427]"
evc,chunk_65_69,65,2,6,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.319673538208008, -10.889382362365723, -12.295378684997559]","[4.246593380230479e-05, 0.00023433080059476197, 0.1379002034664154]"
evc,chunk_65_69,65,2,7,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.166592597961426, -10.660353660583496, -12.182394981384277]","[6.355246296152472e-05, 0.00025024102069437504, 0.13849423825740814]"
evc,chunk_65_69,65,2,8,conv_lowtv,"[""conv_lowtv"", ""wavelet"", ""inr""]","[-9.322704315185547, -10.80971908569336, -12.285850524902344]","[5.4481279221363366e-05, 0.00023605824389960617, 0.1472436487674713]"
evc,chunk_65_69,65,3,1,had,"[""dct"", ""had""]","[-10.635418891906738, -10.162772178649902]","[0.00010484804079169407, 6.466513877967373e-05]"
evc,chunk_65_69,65,3,2,dct,"[""dct"", ""had""]","[-9.731419563293457, -10.611069679260254]","[4.006107337772846e-05, 0.00015121878823265433]"
evc,chunk_65_69,65,3,3,had,"[""dct"", ""had""]","[-9.9932222366333, -9.606437683105469]","[0.00011854407784994692, 7.348689541686326e-05]"
evc,chunk_65_69,65,3,4,had,"[""dct"", ""had""]","[-10.1848726272583, -9.507279396057129]","[6.290473538683727e-05, 4.496006295084953e-05]"
evc,chunk_65_69,65,3,5,had,"[""dct"", ""had""]","[-10.019814491271973, -9.527853965759277]","[7.509277202188969e-05, 5.386836710385978e-05]"
evc,chunk_65_69,65,3,6,had,"[""dct"", ""had""]","[-10.628016471862793, -9.463093757629395]","[0.00012934331607539207, 4.989523586118594e-05]"
evc,chunk_65_69,65,3,7,had,"[""dct"", ""had""]","[-10.47885799407959, -9.547102928161621]","[0.00011743207141989842, 3.9708764234092087e-05]"
evc,chunk_65_69,65,3,8,had,"[""dct"", ""had""]","[-10.316142082214355, -9.980320930480957]","[8.454747148789465e-05, 4.5666005462408066e-05]"
evc,chunk_65_69,65,4,1,tv2,"[""tv2"", ""huber""]","[-10.018176078796387, -10.093941688537598]","[0.0003496292629279196, 0.00023888485156930983]"
evc,chunk_65_69,65,4,2,tv2,"[""tv2"", ""huber""]","[-9.634652137756348, -10.113115310668945]","[0.00019714570953510702, 0.00013714197848457843]"
evc,chunk_65_69,65,4,3,huber,"[""tv2"", ""huber""]","[-10.076415061950684, -9.961621284484863]","[0.00023939911625348032, 0.0001487741683376953]"
evc,chunk_65_69,65,4,4,huber,"[""tv2"", ""huber""]","[-9.881073951721191, -9.61943244934082]","[0.0004944815882481635, 0.0001740008156048134]"
evc,chunk_65_69,65,4,5,tv2,"[""tv2"", ""huber""]","[-9.462017059326172, -10.780192375183105]","[0.00023608827905263752, 0.00028051401022821665]"
evc,chunk_65_69,65,4,6,tv2,"[""tv2"", ""huber""]","[-9.974571228027344, -10.176835060119629]","[0.00021274093887768686, 0.00020376913016662002]"
evc,chunk_65_69,65,4,7,tv2,"[""tv2"", ""huber""]","[-10.252495765686035, -10.262682914733887]","[0.00034378908458165824, 0.0001689386263024062]"
evc,chunk_65_69,65,4,8,huber,"[""tv2"", ""huber""]","[-10.6496000289917, -10.349879264831543]","[0.0004780030867550522, 0.0001729195355437696]"
evc,chunk_65_69,65,5,1,dct,"[""dct"", ""tv2""]","[-9.774724960327148, -10.112317085266113]","[9.036816481966525e-05, 0.0004981191013939679]"
evc,chunk_65_69,65,5,2,dct,"[""dct"", ""tv2""]","[-9.705914497375488, -9.815378189086914]","[5.99926061113365e-05, 0.00020033227337989956]"
evc,chunk_65_69,65,5,3,dct,"[""dct"", ""tv2""]","[-9.378844261169434, -10.022242546081543]","[4.5330416469369084e-05, 0.0001714385289233178]"
evc,chunk_65_69,65,5,4,dct,"[""dct"", ""tv2""]","[-9.362868309020996, -10.101594924926758]","[5.268857421469875e-05, 0.00027025092276744545]"
evc,chunk_65_69,65,5,5,dct,"[""dct"", ""tv2""]","[-9.718233108520508, -10.11296558380127]","[5.5553700804011896e-05, 0.00029016839107498527]"
evc,chunk_65_69,65,5,6,dct,"[""dct"", ""tv2""]","[-9.76172924041748, -10.258458137512207]","[0.00012731303286273032, 0.0002647723304107785]"
evc,chunk_65_69,65,5,7,dct,"[""dct"", ""tv2""]","[-9.766098976135254, -10.381916046142578]","[7.741786976112053e-05, 0.00023988515022210777]"
evc,chunk_65_69,65,5,8,dct,"[""dct"", ""tv2""]","[-9.676278114318848, -10.51159381866455]","[4.236884706187993e-05, 0.0002480484254192561]"
evc,chunk_65_69,66,0,1,phys,"[""phys"", ""robust""]","[-11.596449851989746, -11.818222999572754]","[0.0004107635177206248, 0.008412407711148262]"
evc,chunk_65_69,66,0,2,phys,"[""phys"", ""robust""]","[-11.569828987121582, -11.891160011291504]","[0.0008040540851652622, 0.0029376803431659937]"
evc,chunk_65_69,66,0,3,phys,"[""phys"", ""robust""]","[-11.484308242797852, -11.942657470703125]","[0.0005558940465562046, 0.009329291991889477]"
evc,chunk_65_69,66,0,4,phys,"[""phys"", ""robust""]","[-11.28169059753418, -11.717864036560059]","[0.000436507718404755, 0.004919893108308315]"
evc,chunk_65_69,66,0,5,phys,"[""phys"", ""robust""]","[-11.823498725891113, -12.093039512634277]","[0.0010160856181755662, 0.006053634453564882]"
evc,chunk_65_69,66,0,6,phys,"[""phys"", ""robust""]","[-11.385565757751465, -11.575096130371094]","[0.0004274897219147533, 0.004781180061399937]"
evc,chunk_65_69,66,0,7,phys,"[""phys"", ""robust""]","[-11.282713890075684, -11.640039443969727]","[0.0007119155488908291, 0.004794619511812925]"
evc,chunk_65_69,66,0,8,phys,"[""phys"", ""robust""]","[-11.19739055633545, -11.88647747039795]","[0.00033026825985871255, 0.005102090537548065]"
evc,chunk_65_69,66,1,1,prox_tv,"[""conv"", ""prox_tv""]","[-11.733363151550293, -11.610608100891113]","[0.0006818144465796649, 0.0004850088444072753]"
evc,chunk_65_69,66,1,2,prox_tv,"[""conv"", ""prox_tv""]","[-11.940367698669434, -11.819676399230957]","[0.0010573213221505284, 0.0009478919673711061]"
evc,chunk_65_69,66,1,3,conv,"[""conv"", ""prox_tv""]","[-11.329068183898926, -11.943982124328613]","[0.0006782174459658563, 0.0020078145898878574]"
evc,chunk_65_69,66,1,4,conv,"[""conv"", ""prox_tv""]","[-11.451188087463379, -11.467185020446777]","[0.0004980743979103863, 0.0003618074697442353]"
evc,chunk_65_69,66,1,5,conv,"[""conv"", ""prox_tv""]","[-11.053139686584473, -11.904200553894043]","[0.00026662449818104506, 0.0003735774371307343]"
evc,chunk_65_69,66,1,6,conv,"[""conv"", ""prox_tv""]","[-11.179058074951172, -12.514945030212402]","[0.0005694309365935624, 0.0028649591840803623]"
